Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,77925,1,1,42,58,42,42,42.0,0.0,58,58,58.0,0.0,1283.28521,25.6657042,77925.0,0.0,77925,77925,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,12.8328521,12.8328521,42,58,47.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,71.0,42.0,58.0,20,0,0,0,0,0,0,1,42,1,58,-1,-1,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80,36935,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,54.14918099,36935.0,0.0,36935,36935,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,27.0745905,27.0745905,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,310,390,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
50824,48,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,250000.0,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20833.33333,20833.33333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,64,254,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,46868,3,3,86,7,86,0,28.66666667,49.65212315,7,0,2.333333333,4.041451884,1984.296322,128.0191175,9373.6,12727.38735,23369,3,23496,11748.0,16352.55142,23311,185,23606,11803.0,16687.72004,23603,3,0,0,0,0,108,104,64.00955876,64.00955876,0,86,13.28571429,32.16993568,1034.904762,0,0,0,1,0,0,0,0,1,15.5,28.66666667,2.333333333,108,0,0,0,0,0,0,3,86,3,7,65535,57,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,31204,1,1,64,112,64,64,64.0,0.0,112,112,112.0,0.0,5640.302525,64.09434688,31204.0,0.0,31204,31204,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.04717344,32.04717344,64,112,80.0,27.71281292,768.0,0,0,0,0,0,0,0,0,1,120.0,64.0,112.0,20,0,0,0,0,0,0,1,64,1,112,-1,-1,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
52355,86,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,139534.8837,23255.81395,86.0,0.0,86,86,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,11627.90698,11627.90698,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,286,256,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,572041,7,8,1583,1016,1277,0,226.1428571,470.5979985,821,2,127.0,281.9635235,4543.380632,26.22189668,40860.07143,54547.91965,189122,19,546693,91115.5,65426.76771,189122,23852,548231,78318.71429,81877.96435,212955,230,0,0,0,0,152,164,12.23688512,13.98501156,0,1277,162.4375,360.5680645,130009.3292,0,0,0,1,0,0,0,0,1,173.2666667,226.1428571,127.0,152,0,0,0,0,0,0,7,1583,8,1016,8192,40958,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
50204,49,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20408.16327,20408.16327,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,340,243,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80,116035049,18,15,674,774,292,0,37.44444444,92.61890432,384,0,51.6,134.962852,12.47898814,0.284396829,3626095.281,4764077.678,10000000,44,116000000,6825591.118,4589286.685,10000000,232,111000000,7914918.643,4200035.093,10000000,343,0,0,0,0,372,444,0.155125543,0.129271286,0,384,42.58823529,110.6931652,12252.97683,0,0,0,1,0,0,0,0,0,43.87878788,37.44444444,51.6,372,0,0,0,0,0,0,18,674,15,774,8192,980,17.0,20.0,86884.27273,215234.2888,735840.0,21837.0,9986642.818,63279.84623,10000000.0,9796778.0,BENIGN
80,123814,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,16.15326215,123814.0,0.0,123814,123814,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,8.076631076,8.076631076,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,229,227,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,158,2,2,86,186,43,43,43.0,0.0,93,93,93.0,0.0,1721518.987,25316.4557,52.66666667,86.02519011,152,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,12658.22785,12658.22785,43,93,63.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,78.75,43.0,93.0,40,0,0,0,0,0,0,2,86,2,186,-1,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
42643,32,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,62500.0,32.0,0.0,32,32,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,31250.0,31250.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,116,298,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,269,2,2,84,204,42,42,42.0,0.0,102,102,102.0,0.0,1070631.97,14869.88848,89.66666667,149.2458821,262,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,7434.944238,7434.944238,42,102,66.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,82.5,42.0,102.0,40,0,0,0,0,0,0,2,84,2,204,-1,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
50906,51,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,235294.1176,39215.68627,51.0,0.0,51,51,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,19607.84314,19607.84314,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,344,256,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,25413,1,1,41,92,41,41,41.0,0.0,92,92,92.0,0.0,5233.541888,78.69987802,25413.0,0.0,25413,25413,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,39.34993901,39.34993901,41,92,58.0,29.44486373,867.0,0,0,0,0,0,0,0,0,1,87.0,41.0,92.0,20,0,0,0,0,0,0,1,41,1,92,-1,-1,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,62265005,16,17,1515,4746,731,0,94.6875,200.2051344,1460,0,279.1764706,480.1777321,100.5540753,0.52999273,1945781.406,3947640.831,10000000,3,62300000,4150762.533,4987876.852,10000000,327,62200000,3890002.437,4931568.141,10100000,3,0,0,0,0,332,412,0.256966172,0.273026558,0,1460,184.1470588,373.5919125,139570.9171,0,0,0,1,0,0,0,0,1,189.7272727,94.6875,279.1764706,332,0,0,0,0,0,0,16,1515,17,4746,8192,72,15.0,20.0,371415.0,849033.3213,2104497.0,24679.0,10000000.0,13312.80754,10000000.0,9999768.0,BENIGN
46649,57,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,35087.7193,57.0,0.0,57,57,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,17543.85965,17543.85965,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,370,340,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,14369259,2,2,105,270,58,47,52.5,7.778174593,139,131,135.0,5.656854249,26.09737913,0.278372044,4789753.0,8234532.089,14300000,23825,14300000,14300000.0,0.0,14300000,14300000,14300000,14300000.0,0.0,14300000,14300000,0,0,0,0,52,40,0.139186022,0.139186022,47,139,84.4,46.49516104,2161.8,0,0,0,0,0,0,0,0,1,105.5,52.5,135.0,52,0,0,0,0,0,0,2,105,2,270,-1,-1,1.0,20.0,23825.0,0.0,23825.0,23825.0,14300000.0,0.0,14300000.0,14300000.0,BENIGN
51982,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,360,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80,83423649,20,21,13680,1322,3361,0,684.0,1102.189305,329,0,62.95238095,132.2454068,179.8291034,0.491467354,2085591.225,3997676.15,10000000,3,74000000,3893055.158,4848367.199,10000000,6,83400000,4170031.9,4882299.914,10000000,3,0,0,0,0,648,668,0.239740172,0.251727181,0,3361,357.1904762,819.1779412,671052.4994,0,0,0,1,0,0,0,0,1,365.902439,684.0,62.95238095,648,0,0,0,0,0,0,20,13680,21,1322,29200,18060,7.0,32.0,481062.625,1295055.732,3686162.0,22864.0,9946893.5,208062.4918,10000000.0,9432242.0,BENIGN
53,47369,1,1,63,123,63,63,63.0,0.0,123,123,123.0,0.0,3926.618675,42.22170618,47369.0,0.0,47369,47369,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,21.11085309,21.11085309,63,123,83.0,34.64101615,1200.0,0,0,0,0,0,0,0,0,1,124.5,63.0,123.0,20,0,0,0,0,0,0,1,63,1,123,-1,-1,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,30374,1,1,67,195,67,67,67.0,0.0,195,195,195.0,0.0,8625.79838,65.84578916,30374.0,0.0,30374,30374,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.92289458,32.92289458,67,195,109.6666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,164.5,67.0,195.0,20,0,0,0,0,0,0,1,67,1,195,-1,-1,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,81803,2,2,70,194,35,35,35.0,0.0,97,97,97.0,0.0,3227.265504,48.89796218,27267.66667,47224.65397,81798,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,64,88,24.44898109,24.44898109,35,97,59.8,33.95879857,1153.2,0,0,0,0,0,0,0,0,1,74.75,35.0,97.0,64,0,0,0,0,0,0,2,70,2,194,-1,-1,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,198,2,2,72,228,36,36,36.0,0.0,114,114,114.0,0.0,1515151.515,20202.0202,66.0,112.5833025,196,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,40,40,10101.0101,10101.0101,36,114,67.2,42.72235949,1825.2,0,0,0,0,0,0,0,0,1,84.0,36.0,114.0,40,0,0,0,0,0,0,2,72,2,228,-1,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,31224,4,2,136,128,34,34,34.0,0.0,64,64,64.0,0.0,8455.034589,192.159877,6244.8,13422.82553,30246,2,30296,10098.66667,17448.11764,30246,2,4,4.0,0.0,4,4,0,0,0,0,104,64,128.1065847,64.05329234,34,64,42.57142857,14.63850109,214.2857143,0,0,0,0,0,0,0,0,0,49.66666667,34.0,64.0,104,0,0,0,0,0,0,4,136,2,128,-1,-1,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,224,2,2,86,198,43,43,43.0,0.0,99,99,99.0,0.0,1267857.143,17857.14286,74.66666667,87.83127765,173,4,47,47.0,0.0,47,47,4,4.0,0.0,4,4,0,0,0,0,64,64,8928.571429,8928.571429,43,99,65.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,81.75,43.0,99.0,64,0,0,0,0,0,0,2,86,2,198,-1,-1,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
389,64,1,4,0,12,0,0,0.0,0.0,6,0,3.0,3.464101615,187500.0,78125.0,16.0,22.90560339,49,0,0,0.0,0.0,0,0,50,16.66666667,28.00595175,49,0,0,0,0,0,32,104,15625.0,62500.0,0,6,2.0,3.098386677,9.6,0,0,0,0,1,1,0,0,4,2.4,0.0,3.0,32,0,0,0,0,0,0,1,0,4,12,237,0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80,1487473,6,5,238,4096,214,0,39.66666667,85.43925718,1460,0,819.2,754.4356831,2913.666332,7.395092213,148747.3,429556.3927,1369946,2,1487473,297494.6,599920.5602,1369946,110,51693,12923.25,24535.1774,49708,48,0,0,0,0,132,108,4.033686662,3.361405552,0,1460,361.1666667,611.4646847,373889.0606,0,0,0,1,0,0,0,0,0,394.0,39.66666667,819.2,132,0,0,0,0,0,0,6,238,5,4096,8192,4594,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80,248640,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,72.39382239,12.06563707,124320.0,175537.8442,248444,196,0,0.0,0.0,0,0,196,196.0,0.0,196,196,0,0,0,0,20,40,4.021879022,8.043758044,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,229,502,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,212,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,905660.3774,18867.92453,70.66666667,80.43216604,160,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,64,64,9433.962264,9433.962264,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,64,0,0,0,0,0,0,2,80,2,112,-1,-1,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,112965230,2,2,97,170,53,44,48.5,6.363961031,110,60,85.0,35.35533906,2.363559123,0.035409125,37700000.0,65200000.0,113000000,476,113000000,113000000.0,0.0,113000000,113000000,113000000,113000000.0,0.0,113000000,113000000,0,0,0,0,52,52,0.017704563,0.017704563,44,110,62.2,27.55358416,759.2,0,0,0,0,0,0,0,0,1,77.75,48.5,85.0,52,0,0,0,0,0,0,2,97,2,170,-1,-1,1.0,20.0,638.0,0.0,638.0,638.0,113000000.0,0.0,113000000.0,113000000.0,BENIGN
443,119490358,42,38,5777,29958,1368,0,137.547619,346.1678151,2836,0,788.3684211,754.6417951,299.0617871,0.669510087,1512536.177,3498762.925,10000000,1,119000000,2914398.976,4458065.56,10000000,1,114000000,3082665.351,4604160.641,10000000,1,0,0,0,0,1352,1224,0.351492796,0.318017291,0,2836,441.1728395,657.9445036,432890.9698,0,0,0,1,0,0,0,0,0,446.6875,137.547619,788.3684211,1352,0,0,0,0,0,0,42,5777,38,29958,29200,451,9.0,32.0,331241.25,1021772.598,3575805.0,36177.0,9626272.583,1333080.939,10000000.0,5393177.0,BENIGN
53,162,2,2,86,204,43,43,43.0,0.0,102,102,102.0,0.0,1790123.457,24691.35802,54.0,53.8423625,111,4,4,4.0,0.0,4,4,47,47.0,0.0,47,47,0,0,0,0,40,40,12345.67901,12345.67901,43,102,66.6,32.31563089,1044.3,0,0,0,0,0,0,0,0,1,83.25,43.0,102.0,40,0,0,0,0,0,0,2,86,2,204,-1,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,75559,4,2,132,272,33,33,33.0,0.0,136,136,136.0,0.0,5346.815072,79.40814463,15111.8,21319.56087,45056,3,30500,10166.66667,17603.98706,30494,3,3,3.0,0.0,3,3,0,0,0,0,128,40,52.93876309,26.46938154,33,136,62.42857143,50.25885376,2525.952381,0,0,0,0,0,0,0,0,0,72.83333333,33.0,136.0,128,0,0,0,0,0,0,4,132,2,272,-1,-1,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,24347,2,2,98,208,49,49,49.0,0.0,104,104,104.0,0.0,12568.28357,164.2912885,8115.666667,14011.73256,24295,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,64,40,82.14564423,82.14564423,49,104,71.0,30.12474066,907.5,0,0,0,0,0,0,0,0,1,88.75,49.0,104.0,64,0,0,0,0,0,0,2,98,2,208,-1,-1,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
51751,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,351,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,32639,2,2,54,334,27,27,27.0,0.0,167,167,167.0,0.0,11887.61911,122.5527743,10879.66667,18841.53737,32636,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,40,40,61.27638714,61.27638714,27,167,83.0,76.68115805,5880.0,0,0,0,0,0,0,0,0,1,103.75,27.0,167.0,40,0,0,0,0,0,0,2,54,2,334,-1,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,166,2,2,90,164,45,45,45.0,0.0,82,82,82.0,0.0,1530120.482,24096.38554,55.33333333,55.36545253,114,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,12048.19277,12048.19277,45,82,59.8,20.26573463,410.7,0,0,0,0,0,0,0,0,1,74.75,45.0,82.0,40,0,0,0,0,0,0,2,90,2,164,-1,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
123,63021838,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,3.046563002,0.063470063,21000000.0,36300000.0,63000000,23913,63000000,63000000.0,0.0,63000000,63000000,63000000,63000000.0,0.0,63000000,63000000,0,0,0,0,52,64,0.031735031,0.031735031,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1.0,20.0,23933.0,0.0,23933.0,23933.0,63000000.0,0.0,63000000.0,63000000.0,BENIGN
53,59369,1,1,51,67,51,51,51.0,0.0,67,67,67.0,0.0,1987.56927,33.68761475,59369.0,0.0,59369,59369,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,16.84380737,16.84380737,51,67,56.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,84.5,51.0,67.0,32,0,0,0,0,0,0,1,51,1,67,-1,-1,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
51352,51,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,235294.1176,39215.68627,51.0,0.0,51,51,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,19607.84314,19607.84314,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,1032,253,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,30475,1,1,61,77,61,61,61.0,0.0,77,77,77.0,0.0,4528.301887,65.62756358,30475.0,0.0,30475,30475,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.81378179,32.81378179,61,77,66.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,99.5,61.0,77.0,20,0,0,0,0,0,0,1,61,1,77,-1,-1,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,165,2,2,80,144,40,40,40.0,0.0,72,72,72.0,0.0,1357575.758,24242.42424,55.0,55.83009941,114,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,12121.21212,12121.21212,40,72,52.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,66.0,40.0,72.0,40,0,0,0,0,0,0,2,80,2,144,-1,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
50075,36,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,333333.3333,55555.55556,36.0,0.0,36,36,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,27777.77778,27777.77778,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,1013,253,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
49824,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,360,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,61198,2,2,70,184,35,35,35.0,0.0,92,92,92.0,0.0,4150.462433,65.36161312,20399.33333,35327.48562,61192,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,32.68080656,32.68080656,35,92,57.8,31.22018578,974.7,0,0,0,0,0,0,0,0,1,72.25,35.0,92.0,40,0,0,0,0,0,0,2,70,2,184,-1,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,30986,2,2,78,152,39,39,39.0,0.0,76,76,76.0,0.0,7422.707029,129.090557,10328.66667,17885.44532,30981,2,3,3.0,0.0,3,3,2,2.0,0.0,2,2,0,0,0,0,40,64,64.54527851,64.54527851,39,76,53.8,20.26573463,410.7,0,0,0,0,0,0,0,0,1,67.25,39.0,76.0,40,0,0,0,0,0,0,2,78,2,152,-1,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,48290,1,1,58,139,58,58,58.0,0.0,139,139,139.0,0.0,4079.519569,41.41644233,48290.0,0.0,48290,48290,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,20.70822116,20.70822116,58,139,85.0,46.7653718,2187.0,0,0,0,0,0,0,0,0,1,127.5,58.0,139.0,32,0,0,0,0,0,0,1,58,1,139,-1,-1,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,31070,2,2,76,206,38,38,38.0,0.0,103,103,103.0,0.0,9076.279369,128.7415513,10356.66667,17893.25432,31018,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,40,40,64.37077567,64.37077567,38,103,64.0,35.60196624,1267.5,0,0,0,0,0,0,0,0,1,80.0,38.0,103.0,40,0,0,0,0,0,0,2,76,2,206,-1,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
53,36986,2,2,76,196,38,38,38.0,0.0,98,98,98.0,0.0,7354.133997,108.1490294,12328.66667,21350.41298,36982,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,40,64,54.07451468,54.07451468,38,98,62.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,77.5,38.0,98.0,40,0,0,0,0,0,0,2,76,2,196,-1,-1,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,24215016,26,26,652,40797,334,0,25.07692308,76.92745834,2896,0,1569.115385,1050.072162,1711.706488,2.14742786,474804.2353,2015450.259,10100000,2,24200000,968600.64,2827485.682,10100000,235,20800000,830449.56,2789304.729,10100000,191,0,0,0,0,864,840,1.07371393,1.07371393,0,2896,782.0566038,1068.1609,1140967.708,0,0,0,1,0,0,0,0,1,797.0961538,25.07692308,1569.115385,864,0,0,0,0,0,0,26,652,26,40797,29200,972,3.0,32.0,311973.0,403888.0797,597565.0,26381.0,10100000.0,70130.14345,10100000.0,10000000.0,BENIGN
49328,103,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,116504.8544,19417.47573,103.0,0.0,103,103,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,9708.737864,9708.737864,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,119,255,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80,5678012,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.704471917,1892670.667,3277614.598,5677334,125,5678012,2839006.0,4014001.952,5677334,678,0,0.0,0.0,0,0,0,0,0,0,104,40,0.528353938,0.176117979,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack - Brute Force
